id,メーカー,車種,自動車タイプ,ボディタイプ,駆動方式,価格帯(万円),排気量(cc),最新モデル,グレード・モデル,先進安全装備,燃費(km/L)電費(Wh/km)水素燃費(km/kg),燃料の種類,自動車税(円),乗車定員,中古相場(万円),サイズ(mm)
1063,SUZUKI,スイフトスポーツ,普通車,ハッチバック,2WD(MT),2164800~2289100,1371,2025_03,スイフトスポーツ(ベース),SUZUKI Safety Support,17.6,ハイオク,30500,5,88~388,3890×1735×1500 
1064,SUZUKI,スイフトスポーツ,普通車,ハッチバック,2WD,2164800~2289100,1371,2025_03,スイフトスポーツ(ベース),SUZUKI Safety Support,16.6,ハイオク,30500,5,88~388,3890×1735×1500
1065,SUZUKI,ワゴンR,軽自動車,ハイトワゴン,2WD(MT),1294700~1586200,657,2024_10,FX,SUZUKI Safety Support,24.8,レギュラー,10800,4,27~202,3395×1475×1650
1066,SUZUKI,ワゴンR,軽自動車,ハイトワゴン,4WD(MT),1294700~1586200,657,2024_10,FX,SUZUKI Safety Support,23,レギュラー,10800,4,27~202,3395×1475×1650
1067,SUZUKI,ワゴンR,軽自動車,ハイトワゴン,2WD,1294700~1586200,657,2024_10,FX,SUZUKI Safety Support,24.4,レギュラー,10800,4,27~202,3395×1475×1650
1068,SUZUKI,ワゴンR,軽自動車,ハイトワゴン,4WD,1294700~1586200,657,2024_10,FX,SUZUKI Safety Support,23.2,レギュラー,10800,4,27~202,3395×1475×1650 
1069,SUZUKI,ワゴンR,軽自動車,ハイトワゴン,2WD,1294700~1586200,657,2024_10,HYBRID FX-S,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,27~202,3395×1475×1650
1070,SUZUKI,ワゴンR,軽自動車,ハイトワゴン,4WD,1294700~1586200,657,2024_10,HYBRID FX-S,SUZUKI Safety Support,24.2,レギュラー (HEV),10800,4,27~202,3395×1475×1650
1071,SUZUKI,ワゴンR カスタムZ,軽自動車,ハイトワゴン,2WD,1551000~1833700,657,2024_10,HYBRID ZX,SUZUKI Safety Support,25.2,レギュラー (HEV),10800,4,129~218,3395×1475×1650
1072,SUZUKI,ワゴンR カスタムZ,軽自動車,ハイトワゴン,4WD,1551000~1833700,657,2024_10,HYBRID ZX,SUZUKI Safety Support,24.2,レギュラー (HEV),10800,4,129~218,3395×1475×1650
1073,SUZUKI,ワゴンR カスタムZ,軽自動車,ハイトワゴン,2WD,1551000~1833700,658,2024_10,HYBRID ZT,SUZUKI Safety Support,22.5,レギュラー (HEV),10800,4,129~218,3395×1475×1650
1074,SUZUKI,ワゴンR カスタムZ,軽自動車,ハイトワゴン,4WD,1551000~1833700,658,2024_10,HYBRID ZT,SUZUKI Safety Support,20.9,レギュラー (HEV),10800,4,129~218,3395×1475×1650 
1075,SUZUKI,ワゴンR スティングレー,軽自動車,ハイトワゴン,2WD,1765500000~1888700,658,2024_10,HYBRID T,SUZUKI Safety Support,22.5,レギュラー (HEV),10800,4,45~202,3395×1475×1650
1076,SUZUKI,ワゴンR スティングレー,軽自動車,ハイトワゴン,4WD,1765500000~1888700,658,2024_10,HYBRID T,SUZUKI Safety Support,20.9,レギュラー (HEV),10800,4,45~202,3395×1475×1650
1077,SUZUKI,ワゴンR スマイル,軽自動車,ハイトワゴン,2WD,1489400~1984400,657,2024_10,HYBRID X,SUZUKI Safety Support,25.1,レギュラー (HEV),10800,4,77~248,3395×1475×1695
1078,SUZUKI,ワゴンR スマイル,軽自動車,ハイトワゴン,4WD,1489400~1984400,657,2024_10,HYBRID X,SUZUKI Safety Support,23.6,レギュラー (HEV),10800,4,77~248,3395×1475×1695
1079,SUZUKI,ワゴンR スマイル,軽自動車,ハイトワゴン,2WD,1489400~1984400,657,2024_10,HYBRID S,SUZUKI Safety Support,25.1,レギュラー (HEV),10800,4,77~248,3395×1475×1695
1080,SUZUKI,ワゴンR スマイル,軽自動車,ハイトワゴン,4WD,1489400~1984400,657,2024_10,HYBRID S,SUZUKI Safety Support,23.6,レギュラー (HEV),10800,4,77~248,3395×1475×1695 
1081,SUZUKI,ワゴンR スマイル,軽自動車,ハイトワゴン,2WD,1489400~1984400,657,2024_10,G,SUZUKI Safety Support,23.9,レギュラー,10800,4,77~248,3395×1475×1695
1082,SUZUKI,ワゴンR スマイル,軽自動車,ハイトワゴン,4WD,1489400~1984400,657,2024_10,G,SUZUKI Safety Support,22.5,レギュラー,10800,4,77~248,3395×1475×1695
1083,SUZUKI,クロスビー,普通車,SUV,2WD,2157100~2555300,1197,2025_10,HYBRID MZ,SUZUKI Safety Support,22.8,レギュラー (HEV),30500,5,63~338,3760×1670×1705 
1084,SUZUKI,クロスビー,普通車,SUV,4WD,2157100~2555300,1197,2025_10,HYBRID MZ,SUZUKI Safety Support,21,レギュラー (HEV),30500,5,63~338,3760×1670×1705
1085,SUZUKI,クロスビー,普通車,SUV,2WD,2157100~2555300,1197,2025_10,HYBRID MX,SUZUKI Safety Support,22.8,レギュラー (HEV),30500,5,63~338,3760×1670×1705
1086,SUZUKI,クロスビー,普通車,SUV,4WD,2157100~2555300,1197,2025_10,HYBRID MX,SUZUKI Safety Support,21,レギュラー (HEV),30500,5,63~338,3760×1670×1705
1087,DAIHATSU,コペン,軽自動車,オープンカー,2WD,1983300~2196700,658,2019_10,Robe,NO,19.2,レギュラー,10800,2,62~299,3395×1475×1280
1088,DAIHATSU,コペン,軽自動車,オープンカー,2WD(MT),1983300~2196700,658,2019_10,Robe,NO,18.6,レギュラー,10800,2,62~299,3395×1475×1280 
1089,DAIHATSU,コペン,軽自動車,オープンカー,2WD,1983300~2196700,658,2019_10,Cero,NO,19.2,レギュラー,10800,2,62~299,3395×1475×1280
1090,DAIHATSU,コペン,軽自動車,オープンカー,2WD(MT),1983300~2196700,658,2019_10,Cero,NO,18.6,レギュラー,10800,2,62~299,3395×1475×1280
1091,DAIHATSU,コペン,軽自動車,オープンカー,2WD,1983300~2196700,658,2019_10,Robe S,NO,19.2,レギュラー,10800,2,62~299,3395×1475×1280
1092,DAIHATSU,コペン,軽自動車,オープンカー,2WD(MT),1983300~2196700,658,2019_10,Robe S,NO,18.6,レギュラー,10800,2,62~299,3395×1475×1280
1093,DAIHATSU,コペン,軽自動車,オープンカー,2WD,1983300~2196700,658,2019_10,Cero S,NO,19.2,レギュラー,10800,2,62~299,3395×1475×1280 
1094,DAIHATSU,コペン,軽自動車,オープンカー,2WD(MT),1983300~2196700,658,2019_10,Cero S,NO,18.6,レギュラー,10800,2,62~299,3395×1475×1280
1095,DAIHATSU,コペン,軽自動車,オープンカー,2WD,1983300~2196700,658,2019_10,GR SPORT,NO,19.2,レギュラー,10800,2,62~299,3395×1475×1280 
1096,DAIHATSU,コペン,軽自動車,オープンカー,2WD(MT),1983300~2196700,658,2019_10,GR SPORT,NO,18.6,レギュラー,10800,2,62~299,3395×1475×1280
1097,DAIHATSU,ミラ イース,軽自動車,ハッチバック,4WD,992200~1320000,658,2025_09,"X""SA II""",スマートアシストⅢ,23.2,レギュラー,10800,4,24~179,3395×1475×1510
1098,DAIHATSU,ミラ イース,軽自動車,ハッチバック,4WD,992200~1320000,658,2025_09,"B""SA""",スマートアシストⅢ,23.2,レギュラー,10800,4,24~179,3395×1475×1510 
1099,DAIHATSU,ミラ イース,軽自動車,ハッチバック,4WD,992200~1320000,658,2025_09,"G""SAIII""",スマートアシストⅢ,23.2,レギュラー,10800,4,24~179,3395×1475×1510
1100,DAIHATSU,ミラ イース,軽自動車,ハッチバック,2WD,992200~1320000,658,2025_09,"X""SA II""",スマートアシストⅢ,25,レギュラー,10800,4,24~179,3395×1475×1500 
1101,DAIHATSU,ミラ イース,軽自動車,ハッチバック,2WD,992200~1320000,658,2025_09,"L""SA""",スマートアシストⅢ,25,レギュラー,10800,4,24~179,3395×1475×1500
1102,DAIHATSU,ミラ イース,軽自動車,ハッチバック,2WD,992200~1320000,658,2025_09,"B""SAIII""",スマートアシストⅢ,25,レギュラー,10800,4,24~179,3395×1475×1500 
1103,DAIHATSU,ミラ イース,軽自動車,ハッチバック,2WD,992200~1320000,658,2025_09,"G""SA""",スマートアシストⅢ,25,レギュラー,10800,4,24~179,3395×1475×1500 
1104,DAIHATSU,ミラ イース,軽自動車,ハッチバック,2WD,992200~1320000,658,2025_09,"L""SAIII""",スマートアシストⅢ,25,レギュラー,10800,4,24~179,3395×1475×1500
1105,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,2WD,1573000~1881000,658,2025_06,ストライプス Gターボ,スマートアシスト,22.4,レギュラー,10800,4,105~250,3395×1475×1655
1106,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,2WD,1573000~1881000,658,2025_06,ストライプス G,スマートアシスト,22.9,レギュラー,10800,4,105~250,3395×1475×1655 
1107,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,2WD,1573000~1881000,658,2025_06,ストライプス X,スマートアシスト,22.9,レギュラー,10800,4,105~250,3395×1475×1655 
1108,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,2WD,1573000~1881000,658,2025_06,セオリー Gターボ,スマートアシスト,22.4,レギュラー,10800,4,105~250,3395×1475×1655
1109,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,2WD,1573000~1881000,658,2025_06,セオリー G,スマートアシスト,22.9,レギュラー,10800,4,105~250,3395×1475×1655
1110,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,2WD,1573000~1881000,658,2025_06,セオリー X,スマートアシスト,22.9,レギュラー,10800,4,105~250,3395×1475×1655 
1111,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,4WD,1573000~1881000,658,2025_06,ストライプス Gターボ,スマートアシスト,20.9,レギュラー,10800,4,105~250,3395×1475×1675 
1112,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,4WD,1573000~1881000,658,2025_06,ストライプス G,スマートアシスト,21.6,レギュラー,10800,4,105~250,3395×1475×1675 
1113,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,4WD,1573000~1881000,658,2025_06,ストライプス X,スマートアシスト,21.6,レギュラー,10800,4,105~250,3395×1475×1675 
1114,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,4WD,1573000~1881000,658,2025_06,セオリー Gターボ,スマートアシスト,20.9,レギュラー,10800,4,105~250,3395×1475×1675
1115,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,4WD,1573000~1881000,658,2025_06,セオリー G,スマートアシスト,21.6,レギュラー,10800,4,105~250,3395×1475×1675 
1116,DAIHATSU,ムーヴ キャンバス,軽自動車,ハイトワゴン,4WD,1573000~1881000,658,2025_06,セオリー X,スマートアシスト,21.6,レギュラー,10800,4,105~250,3395×1475×1675
1117,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,2WD,1358500~1897500,658,2025_06,RS,スマートアシスト,21.5,レギュラー,10800,4,134~253,3395×1475×1655 
1118,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,2WD,1358500~1897500,658,2025_06,G,スマートアシスト,22.6,レギュラー,10800,4,134~253,3395×1475×1655 
1119,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,2WD,1358500~1897500,658,2025_06,X,スマートアシスト,22.6,レギュラー,10800,4,134~253,3395×1475×1655 
1120,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,2WD,1358500~1897500,658,2025_06,L,スマートアシスト,22.6,レギュラー,10800,4,134~253,3395×1475×1655 
1121,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,4WD,1358500~1897500,658,2025_06,RS,スマートアシスト,19.9,レギュラー,10800,4,134~253,3395×1475×1670
1122,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,4WD,1358500~1897500,658,2025_06,G,スマートアシスト,20.6,レギュラー,10800,4,134~253,3395×1475×1670
1123,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,4WD,1358500~1897500,658,2025_06,X,スマートアシスト,20.6,レギュラー,10800,4,134~253,3395×1475×1670
1124,DAIHATSU,ムーヴ,軽自動車,ハイトワゴン,4WD,1358500~1897500,658,2025_06,L,スマートアシスト,20.6,レギュラー,10800,4,134~253,3395×1475×1670
1125,DAIHATSU,ロッキー,普通車,SUV,2WD,1761100~2460700,1196,2025_07,Premium G HEV,スマートアシスト,28,レギュラー (HEV),30500,5,100~428,3995×1695×1620
1126,DAIHATSU,ロッキー,普通車,SUV,2WD,1761100~2460700,1196,2025_07,X HEV,スマートアシスト,28,レギュラー (HEV),30500,5,100~428,3995×1695×1620
1127,DAIHATSU,ロッキー,普通車,SUV,2WD,1761100~2460700,996,2025_07,Premium G,スマートアシスト,20.7,レギュラー,30500,5,100~428,3995×1695×1620 
1128,DAIHATSU,ロッキー,普通車,SUV,2WD,1761100~2460700,996,2025_07,X,スマートアシスト,20.7,レギュラー,30500,5,100~428,3995×1695×1620
1129,DAIHATSU,ロッキー,普通車,SUV,2WD,1761100~2460700,996,2025_07,L,スマートアシスト,20.7,レギュラー,30500,5,100~428,3995×1695×1620 
1130,DAIHATSU,ロッキー,普通車,SUV,4WD,1761100~2460700,996,2025_07,Premium G,スマートアシスト,17.4,レギュラー,30500,5,100~428,3995×1695×1620 
1131,DAIHATSU,ロッキー,普通車,SUV,4WD,1761100~2460700,996,2025_07,X,スマートアシスト,17.4,レギュラー,30500,5,100~428,3995×1695×1620
1132,DAIHATSU,ロッキー,普通車,SUV,4WD,1761100~2460700,996,2025_07,L,スマートアシスト,17.4,レギュラー,30500,5,100~428,3995×1695×1620
1133,DAIHATSU,タフト,軽自動車,SUV,2WD,1418500~1985500,658,2025_11,Gターボ,スマートアシスト,21.3,レギュラー,10800,4,79~257,3395×1475×1630
1134,DAIHATSU,タフト,軽自動車,SUV,2WD,1419000~1760000,658,2025_11,G,スマートアシスト,21.4,レギュラー,10800,4,79~257,3395×1475×1630
1135,DAIHATSU,タフト,軽自動車,SUV,2WD,1419000~1760000,658,2025_11,Xターボ,スマートアシスト,21.3,レギュラー,10800,4,79~257,3395×1475×1630 
1136,DAIHATSU,タフト,軽自動車,SUV,2WD,1419000~1760000,658,2025_11,X,スマートアシスト,21.4,レギュラー,10800,4,79~257,3395×1475×1630
1137,DAIHATSU,タフト,軽自動車,SUV,4WD,1419000~1760000,658,2025_11,Gターボ,スマートアシスト,21.1,レギュラー,10800,4,79~257,3395×1475×1630
1138,DAIHATSU,タフト,軽自動車,SUV,4WD,1419000~1760000,658,2025_11,G,スマートアシスト,21.1,レギュラー,10800,4,79~257,3395×1475×1630 
1139,DAIHATSU,タフト,軽自動車,SUV,4WD,1419000~1760000,658,2025_11,Xターボ,スマートアシスト,21.1,レギュラー,10800,4,79~257,3395×1475×1630 
1140,DAIHATSU,タフト,軽自動車,SUV,4WD,1419000~1760000,658,2025_11,X,スマートアシスト,21.1,レギュラー,10800,4,79~257,3395×1475×1630
1141,DAIHATSU,タント,軽自動車,ハイトワゴン,2WD,1418500~1985500,658,2025_07,カスタムRS,スマートアシスト,21.2,レギュラー,10800,4,35~293,3395×1475×1755
1142,DAIHATSU,タント,軽自動車,ハイトワゴン,2WD,1418500~1985500,658,2025_07,カスタムX,スマートアシスト,21.9,レギュラー,10800,4,35~294,3395×1475×1755
1143,DAIHATSU,タント,軽自動車,ハイトワゴン,2WD,1418500~1985500,658,2025_07,Xターボ,スマートアシスト,21.2,レギュラー,10800,4,35~295,3395×1475×1755 
1144,DAIHATSU,タント,軽自動車,ハイトワゴン,2WD,1418500~1985500,658,2025_07,X,スマートアシスト,22.7,レギュラー,10800,4,35~296,3395×1475×1755
1145,DAIHATSU,タント,軽自動車,ハイトワゴン,2WD,1418500~1985500,658,2025_07,L,スマートアシスト,22.7,レギュラー,10800,4,35~297,3395×1475×1755
1146,DAIHATSU,タント,軽自動車,ハイトワゴン,4WD,1418500~1985500,658,2025_07,カスタムRS,スマートアシスト,19.6,レギュラー,10800,4,35~298,3395×1475×1775
1147,DAIHATSU,タント,軽自動車,ハイトワゴン,4WD,1418500~1985500,658,2025_07,カスタムX,スマートアシスト,21.4,レギュラー,10800,4,35~299,3395×1475×1775
1148,DAIHATSU,タント,軽自動車,ハイトワゴン,4WD,1418500~1985500,658,2025_07,Xターボ,スマートアシスト,19.6,レギュラー,10800,4,35~300,3395×1475×1775
1149,DAIHATSU,タント,軽自動車,ハイトワゴン,4WD,1418500~1985500,658,2025_07,X,スマートアシスト,21.4,レギュラー,10800,4,35~301,3395×1475×1775
1150,DAIHATSU,タント,軽自動車,ハイトワゴン,4WD,1418500~1985500,658,2025_07,L,スマートアシスト,21.4,レギュラー,10800,4,35~293,3395×1475×1775
1151,DAIHATSU,トール,普通車,ミニバン,2WD,1742400~2065800,996,2024_12,カスタムGターボ,スマートアシスト,16.8,レギュラー,30500,5,50~268,3705×1670×1735
1152,DAIHATSU,トール,普通車,ミニバン,2WD,1742400~2065800,996,2024_12,カスタムG,スマートアシスト,18.4,レギュラー,30500,5,50~268,3705×1670×1735 
1153,DAIHATSU,トール,普通車,ミニバン,2WD,1742400~2065800,996,2024_12,Gターボ,スマートアシスト,16.8,レギュラー,30500,5,50~268,3700×1670×1735
1154,DAIHATSU,トール,普通車,ミニバン,2WD,1742400~2065800,996,2024_12,G,スマートアシスト,18.4,レギュラー,30500,5,50~268,3700×1670×1735
1155,DAIHATSU,トール,普通車,ミニバン,2WD,1742400~2065800,996,2024_12,X,スマートアシスト,18.4,レギュラー,30500,5,50~268,3700×1670×1735
1156,DAIHATSU,トール,普通車,ミニバン,4WD,1742400~2065800,996,2024_12,カスタムG,スマートアシスト,16.8,レギュラー,30500,5,50~268,3705×1670×1735
1157,DAIHATSU,トール,普通車,ミニバン,4WD,1742400~2065800,996,2024_12,G,スマートアシスト,16.8,レギュラー,30500,5,50~268,3700×1670×1735
1158,DAIHATSU,トール,普通車,ミニバン,4WD,1742400~2065800,996,2024_12,X,スマートアシスト,16.8,レギュラー,30500,5,50~268,3700×1670×1735
1159,LEXUS,ES300h,普通車,セダン,2WD,6020000~7280000,2487,2025_10,version L,Lexus Safety System +,22.3,レギュラー (HEV),43500,5,258~718,4975×1865×1445
1160,LEXUS,ES300h,普通車,セダン,2WD,6020000~7280000,2487,2025_10,F SPORT,Lexus Safety System +,22.3,レギュラー (HEV),43500,5,258~718,4975×1865×1445
1161,LEXUS,GX550,普通車,SUV,4WD,11950000~12700000,3444,2024_10,version L,Lexus Safety System +,8.1,ハイオク,57000,7,1290~1645,4960×1980×1920
1162,LEXUS,GX550,普通車,SUV,4WD,11950000~12700000,3444,2024_10,OVERTRAIL+,Lexus Safety System +,8.1,ハイオク,57000,5,1290~1645,4970×2000×1925
1163,LEXUS,IS500,普通車,セダン,2WD,4810000~8500000,4968,2025_09,F SPORT,Lexus Safety System +,9,ハイオク,87000,5,89~1049,4760×1840×1435
1164,LEXUS,IS350,普通車,セダン,2WD,4810000~8500000,3456,2025_09,F SPORT,Lexus Safety System +,10.7,ハイオク,57000,5,89~1049,4760×1840×1435
1165,LEXUS,IS300h,普通車,セダン,2WD,4810000~8500000,2493,2025_09,version L,Lexus Safety System +,18,レギュラー (HEV),43500,5,89~1049,4760×1840×1435
1166,LEXUS,IS300h,普通車,セダン,2WD,4810000~8500000,2493,2025_09,F SPORT,Lexus Safety System +,18,レギュラー (HEV),43500,5,89~1049,4760×1840×1435
1167,LEXUS,IS300h,普通車,セダン,2WD,4810000~8500000,2493,2025_09,F SPORT Mode Black IV,Lexus Safety System +,18,レギュラー (HEV),43500,5,89~1049,4760×1840×1435
1168,LEXUS,IS300h,普通車,セダン,4WD,4810000~8500000,2493,2025_09,version L,Lexus Safety System +,16.2,レギュラー (HEV),43500,5,89~1049,4710×1840×1440
1169,LEXUS,IS300h,普通車,セダン,4WD,4810000~8500000,2493,2025_09,F SPORT,Lexus Safety System +,16.2,レギュラー (HEV),43500,5,89~1049,4710×1840×1440
1170,LEXUS,IS300,普通車,セダン,2WD,4810000~8500000,1998,2025_09,version L,Lexus Safety System +,12.2,ハイオク,36000,5,89~1049,4760×1840×1435
1171,LEXUS,IS300,普通車,セダン,2WD,4810000~8500000,1998,2025_09,F SPORT,Lexus Safety System +,12.2,ハイオク,36000,5,89~1049,4760×1840×1435
1172,LEXUS,IS300,普通車,セダン,2WD,4810000~8500000,1998,2025_09,F SPORT Mode Black IV,Lexus Safety System +,12.2,ハイオク,36000,5,89~1049,4760×1840×1435
1173,LEXUS,LBX,普通車,SUV,2WD,4200000~7200000,149,2025_09,Bespoke Build,Lexus Safety System +,27.7,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1174,LEXUS,LBX,普通車,SUV,4WD,4200000~7200000,149,2025_09,Bespoke Build,Lexus Safety System +,26.2,レギュラー (HEV),30500,5,371~859,4190×1825×1540 
1175,LEXUS,LBX,普通車,SUV,2WD,4200000~7200000,149,2025_09,Cool,Lexus Safety System +,27.7,レギュラー (HEV),30500,5,371~859,4190×1825×1540 
1176,LEXUS,LBX,普通車,SUV,4WD,4200000~7200000,149,2025_09,Cool,Lexus Safety System +,26.2,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1177,LEXUS,LBX,普通車,SUV,2WD,4200000~7200000,149,2025_09,Relax,Lexus Safety System +,27.7,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1178,LEXUS,LBX,普通車,SUV,4WD,4200000~7200000,149,2025_09,Relax,Lexus Safety System +,26.2,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1179,LEXUS,LBX,普通車,SUV,2WD,4200000~7200000,149,2025_09,Active,Lexus Safety System +,27.7,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1180,LEXUS,LBX,普通車,SUV,4WD,4200000~7200000,149,2025_09,Active,Lexus Safety System +,26.2,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1181,LEXUS,LBX,普通車,SUV,2WD,4200000~7200000,149,2025_09,Elegant,Lexus Safety System +,28,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1182,LEXUS,LBX,普通車,SUV,4WD,4200000~7200000,149,2025_09,Elegant,Lexus Safety System +,26.4,レギュラー (HEV),30500,5,371~859,4190×1825×1540
1183,LEXUS,LC500h,普通車,クーペ,2WD,141000000~15550000,3456,2025_08,S package,Lexus Safety System +,14.4,ハイオク (HEV),57000,4,548~1950,4770×1920×1345
1184,LEXUS,LC500h,普通車,クーペ,2WD,141000000~15550000,3456,2025_08,Coupe,Lexus Safety System +,14.4,ハイオク (HEV),57000,4,548~1950,4770×1920×1345
